id,FTP,Seg1_1,Seg1,pwr_20min,pwr_60min,pwr_10min,pwr_90min,bikeweight_kg,age_under40,gender,attempt_date,act_title,Has_HeartRate,first_bikeCPU_brand,second_CPU_brand
889,3.328753307,2460.464413,4425.622364,3.494454623,3.498004028,3.958327746,2.787547946,8.099976137,0,1,2022-02-22,1st ride Jed,1,Other,Wahoo
890,2.956088514,2732.774763,4248.729013,4.0300743,2.775687074,4.142124259,2.593458678,9.14524847,1,1,2022-02-09,?????????? ?????? ??????????,1,Other,Garmin
891,3.690474536,2516.350017,4438.328426,3.496517078,2.829757081,3.565819565,2.567723054,8.471844363,0,1,2021-08-22,Night Ride,1,Bryton,Garmin
892,4.907998424,1691.83982,2474.017599,4.715362931,3.532627989,5.128910978,3.48715238,8.823395874,1,1,2021-04-14,Evening Ride,1,Wahoo,Wahoo
893,1.971332541,3103.246293,4989.613516,3.210901628,2.782743482,3.535452468,2.468620855,10.15027521,1,0,2021-05-06,Evening Ride jc1,0,Garmin,Garmin
894,3.930800541,2444.601052,3827.649058,3.97937287,3.745275129,4.716958861,3.028230901,8.648959397,0,1,2022-01-04,Amazing Solo ride raised hand: light skin tone al least i'm in the first place for the first time grinning face with sweat raised hand: light skin tone ,1,Bryton,Other
895,2.968032483,2993.920277,4723.853767,2.368383014,2.174938671,2.652939779,1.771529743,8.534972554,1,1,2021-05-07,Morning Ride,0,Other,Wahoo
896,3.413021889,2772.26027,4496.032542,3.621576758,2.374275858,3.085940701,2.84688956,11.16805036,1,0,2022-07-25,?????????? ???????? ???? ???????? ???????? ?????????? ??????,0,Not using,Not using
897,3.183520765,2352.873146,4193.22733,3.58112673,3.231544309,3.68707078,2.282123411,9.194328822,0,0,2021-01-30,???????? ????????,0,Not using,Not using
898,4.978321983,1588.982398,3730.463491,4.411271014,3.555948385,4.861328282,2.219009348,11.59788462,1,0,2021-08-08,Morning Ride,1,Bryton,Wahoo
899,3.106036042,2371.109347,3943.39384,3.416197178,3.568014187,3.766279265,2.39767098,8.217898054,1,1,2022-02-09,?????? water wave person biking: light skin tone ,1,Other,Wahoo
900,4.089384958,1813.555076,3693.62445,4.440070581,3.575537535,4.379031317,3.365896969,10.02373736,1,0,2021-04-13,Night Ride,0,Garmin,Bryton
901,3.750267457,2242.287435,4306.608867,3.464692473,3.323289411,3.728448483,3.297074981,8.603681318,1,0,2022-10-02,Afternoon Ride,0,Bryton,Wahoo
902,3.025972229,3030.688211,4177.463665,3.038216299,3.153215753,3.123841327,2.55620112,7.780673991,0,1,2021-12-23,Afternoon Ride,1,Garmin,Garmin
903,4.405752738,1782.578429,4106.63529,4.292375902,3.222363993,4.418779864,2.168192469,8.867305544,0,0,2021-07-28,Afternoon Ride,1,Other,Wahoo
904,3.600450537,2362.499733,5127.041294,4.102275346,2.926778189,3.832929317,2.222034478,10.9537363,1,0,2021-01-05,Exercise with Jeddah Cyclist ,1,Bryton,Garmin
905,2.726882345,2835.138369,5079.855919,3.290449457,3.36427317,3.722269912,2.472577746,8.058689241,0,1,2022-06-22,Evening Ride,1,Other,Other
906,2.8366494,2913.673274,4548.663511,2.932117028,3.118884938,3.609194949,2.258479305,8.749600649,0,1,2021-08-28,Evening Ride,1,Not using,Not using
907,4.373623149,2497.648969,4854.962266,3.914113047,2.605015758,4.694177069,2.408369569,10.01382648,1,1,2020-11-30,Evening Ride,1,Garmin,Wahoo
908,1.555748292,3624.538687,5165.12431,1.949268354,2.911882107,2.474329557,2.988966101,5.795059431,1,1,2022-08-08,Night Ride,1,Other,Wahoo
909,2.987322847,3244.069519,3679.783923,3.459636682,3.032681603,3.712084091,3.227954968,7.54338982,1,1,2021-06-12,Night Ride,1,Other,Wahoo
910,3.73054189,2115.797074,3562.820123,3.775383342,3.919867945,4.570131492,2.846264277,10.78659341,1,0,2022-11-04,Evening Ride,1,Wahoo,Other
911,4.651640761,1774.952043,3385.94741,4.861454241,3.645531739,4.878856568,3.27227739,10.44543058,0,0,2022-03-17,Afternoon Ride,1,Wahoo,Bryton
912,4.667553519,1619.061684,3804.119762,4.527601278,3.384455003,4.784164411,2.839389573,9.770855532,0,0,2021-02-24,Morning Ride,1,Bryton,Wahoo
913,3.278986723,2660.283334,4680.385985,2.789263678,2.574559419,2.914040036,2.708493393,10.52386955,0,0,2021-10-20,MTB ride,1,Wahoo,Garmin
914,4.505406842,2367.40029,3352.944455,4.069227659,3.995534496,4.63429786,3.712741909,7.074552426,0,0,2021-08-07,Evening Ride,0,Bryton,Garmin
915,4.632455589,1842.522278,3695.482774,4.548992384,3.194296568,3.961289244,2.790102128,9.93866095,1,0,2022-05-21,Evening Ride,1,Bryton,Garmin
916,2.644299325,2565.744754,4958.282266,3.620239804,2.531635084,3.754773922,2.248577892,6.741380129,0,1,2022-06-29,Morning Ride,1,Bryton,Wahoo
917,4.767460364,1307.412965,4219.926204,4.046979118,3.058535067,4.225103126,2.977948819,10.54921167,0,0,2022-08-18,Night Ride,1,Bryton,Garmin
918,2.187503007,2776.830822,4992.457092,2.515832603,2.26356944,2.602236297,2.494840374,8.327739969,0,0,2022-04-27,Easy Friday Morning Ride,0,Other,Garmin
919,3.808531886,2667.242698,4410.92558,3.253337997,2.757865384,3.512577435,2.773589237,8.866386463,1,0,2022-05-17,Evening Ride,1,Bryton,Wahoo
920,4.094047458,2096.958082,4427.042127,3.464482755,3.243643566,4.044999714,2.462245956,10.10071983,1,1,2021-02-23,Morning Ride,1,Other,Garmin
921,5.540873722,1729.436096,3937.139916,4.044462001,3.634155591,5.1894955,3.037551997,8.966387771,0,0,2021-01-18,Night Ride,1,Wahoo,Wahoo
922,3.50180869,2766.411092,4508.73507,3.579075855,3.354101452,3.788568801,2.751959263,9.076856217,0,0,2020-11-21,Night Ride,1,Wahoo,Not using
923,4.365200589,2475.377175,3968.279124,3.116128588,3.06629836,4.237685896,2.69781124,9.114602871,1,1,2020-12-14,Evening Ride,1,Bryton,Bryton
924,4.459054659,1995.756221,4453.823011,3.192743341,2.681148111,3.331960137,2.039424228,13.17840807,1,0,2021-02-14,Evening Ride,1,Garmin,Wahoo
925,4.736615938,1709.718916,4394.948719,4.42582605,3.256930942,4.569459171,2.111262166,10.04007616,0,0,2021-04-11,5-Nov-18,1,Other,Garmin
926,4.901605569,1995.22907,3209.356162,4.436071351,3.657962797,5.109004752,2.68875687,8.792058902,1,1,2021-07-18,Night Ride  Jeddah cyclist ,1,Bryton,Wahoo
927,3.444605182,2666.36142,3964.459134,3.709538552,3.13271239,3.78372129,2.931030168,12.07427642,1,0,2022-09-19,Afternoon Ride,1,Garmin,Garmin
928,3.376733144,2812.763334,4469.07846,4.231553982,2.537587531,3.694979656,2.939213844,9.396225265,0,1,2022-06-06,Night Ride,1,Bryton,Garmin
929,3.27163723,2719.444111,3597.225739,2.91101596,3.360097536,3.463038022,1.998204915,8.173536836,0,0,2022-07-07,Evening Ride,1,Wahoo,Wahoo
930,4.91707195,1383.129733,2764.529483,4.370587131,3.799489985,4.843199932,3.46794871,10.23791533,0,0,2021-03-24,???????? ?????????? ???? ???????? ?????????? ???????? - ???????? ??????,0,Bryton,Bryton
931,2.886249161,3028.465454,4180.484021,2.88239958,2.745326603,3.1893919,2.62432655,7.632572458,0,1,2022-07-13,Evening Ride,1,Bryton,Garmin
932,3.605601742,2482.157268,4477.755415,3.750173207,2.964569592,4.02231967,2.266847623,10.2995452,0,1,2022-05-11,Afternoon Ride,1,Other,Wahoo
933,3.35187657,3086.322731,4731.237922,3.498975551,2.308396659,3.305886452,2.355249343,7.844190639,0,1,2021-06-18,Afternoon Ride,1,Garmin,Garmin
934,3.23970337,2768.222491,3992.144745,2.827045783,3.304444064,2.967913655,2.651743245,9.992723641,0,1,2021-12-19,Morning Ride,1,Garmin,Garmin
935,3.395453143,2398.403962,4608.26074,3.096111081,2.717979482,3.152121842,2.591164298,9.775343485,0,1,2022-03-22,Evening Ride,1,Bryton,Wahoo
936,3.57402518,2729.05633,3906.532792,2.669486753,2.763886661,2.947595952,2.843893191,10.65122696,1,1,2022-01-10,Evening Ride,0,Bryton,Bryton
937,4.122803757,2812.883888,4040.880192,2.970295575,3.156535891,3.378398518,3.086272502,9.012406922,0,1,2022-09-13,Evening Ride,1,Bryton,Garmin
938,3.393307542,2042.828256,4738.329165,3.20169193,2.604424855,3.534744386,2.625494582,8.400305635,1,0,2021-09-20,Afternoon Ride,0,Garmin,Garmin
939,3.899005075,1936.74883,4446.918026,4.692558751,3.644052191,5.193387438,2.833658015,8.896240599,0,0,2021-03-11,Evening Ride,0,Bryton,Not using
940,2.882071988,2644.216776,5731.358395,2.74028737,1.623527728,3.059857967,1.788197262,6.290075018,0,1,2022-08-03,Morning Ride,1,Wahoo,Wahoo
941,4.445413996,2140.80712,3244.136386,3.79075521,2.974271113,3.837183275,3.837225057,9.382699743,1,1,2022-06-22,Morning Ride,1,Wahoo,Wahoo
942,4.517418359,2646.764592,3753.352947,4.127448151,3.166620922,4.607030748,3.074984683,7.159180651,0,1,2021-09-18,Morning Ride,1,Bryton,Wahoo
943,2.545467065,2675.046412,4179.800739,3.403243722,3.167198287,3.155953546,2.649094959,10.10661475,0,1,2022-01-04,Evening Ride,0,Not using,Not using
944,3.612953131,1789.680167,3963.38845,3.644784072,2.500941858,3.740471172,2.859748993,7.720601072,0,0,2021-05-23,Afternoon Ride,1,Garmin,Other
945,2.550043437,2894.086362,4406.174354,3.006760392,2.90891143,3.261692285,2.596827125,10.10602004,0,1,2021-05-16,Afternoon Ride,1,Garmin,Garmin
946,4.864235047,2313.68945,3426.810255,3.747519659,3.340439392,4.659399834,3.375516745,12.00504173,0,1,2021-09-07,Evening Ride,1,Garmin,Wahoo
947,4.378397518,1970.688783,3615.393761,3.789706216,3.22520664,4.2894952,2.982849926,11.1893281,1,1,2021-08-06,Night Ride,1,Wahoo,Garmin
948,2.853006339,2946.22486,4652.566414,2.77881083,2.970220346,3.178622808,1.570076994,9.682740246,1,0,2022-01-01,?????????? ???????????? ,1,Other,Other
949,2.420847929,3413.852017,4180.016545,2.986830756,3.01338123,3.218085086,2.273982261,8.915951893,1,1,2022-10-19,Afternoon Ride,1,Other,Not using
950,3.305662559,2271.204977,4505.654438,3.275249604,2.885482372,3.604671642,2.778626335,9.532151132,0,1,2022-11-11,Evening Ride,1,Garmin,Bryton
951,2.820438612,3002.981486,4196.100082,3.229880607,2.715122559,3.542066854,3.183529959,9.165128612,0,1,2020-12-27,Night Ride,1,Other,Garmin
952,2.652999171,2899.408738,4106.141683,3.296549927,2.864840714,3.472566813,2.927900316,8.581042788,1,0,2021-08-24,Morning Ride,1,Bryton,Wahoo
953,2.981900783,2782.790952,3778.655331,3.489540451,4.175899597,3.6622378,2.049207756,7.316934565,0,0,2022-11-07,Night Ride,1,Other,Wahoo
954,4.159641601,1173.492382,4164.442434,3.675377192,3.454454462,4.026312925,2.571326885,9.123637067,0,0,2021-02-05,Night Ride,1,Wahoo,Wahoo
955,5.840423516,1546.157112,3244.252077,5.055211331,4.117403346,5.847856224,3.737770629,12.40411747,0,0,2022-03-09,Evening Ride,0,Wahoo,Wahoo
956,3.790823249,2953.610895,3922.895681,3.590453729,3.881974872,3.96685985,2.696971677,8.6387835,1,0,2022-07-20,Night Ride,1,Garmin,Garmin
957,3.939370997,2675.908351,4519.804937,3.408215147,3.715012614,4.437308569,2.13829812,8.671503807,0,1,2021-09-09,Evening Ride,0,Bryton,Garmin
958,3.900609205,1921.424902,3460.631532,4.680403524,4.167391858,4.389278574,2.851920666,7.933462936,1,1,2022-04-15,Morning Ride,0,Bryton,Garmin
959,3.831604148,2120.832095,3981.075883,4.365743125,3.916447336,4.159106965,2.214902889,10.9067065,1,0,2021-10-21,Morning Ride,1,Other,Bryton
960,3.550214744,2692.399985,4238.657272,3.759402603,3.101443657,4.417141589,2.145996661,8.133945377,1,0,2021-11-08,?????????? ?????????????? ?????????????? ????????7-7-1439,0,Not using,Not using
961,3.7459678,2416.060894,4611.811007,3.398184782,2.963645966,3.905380661,2.575221204,9.772952728,0,0,2022-06-10,Evening Ride,1,Wahoo,Garmin
962,4.95021626,2534.987897,4211.848612,4.180077083,3.203468172,4.731401895,2.447876152,10.34333587,0,1,2022-07-02,Evening Ride,1,Wahoo,Wahoo
963,2.484406053,3079.065406,5582.818647,3.112656562,2.743060281,3.487393584,2.121517574,9.044835003,1,1,2021-08-10,Morning Ride,1,Garmin,Other
964,4.649829708,1927.421607,4803.951531,3.994707857,3.213876887,4.440031256,2.590408221,8.083517962,0,1,2021-05-20,Evening Ride,1,Garmin,Wahoo
965,4.485225919,2919.306714,3402.437193,4.142461771,3.956178171,5.130311991,2.291445387,10.5810241,1,1,2021-08-06,Afternoon Ride,1,Garmin,Wahoo
966,3.194690018,3254.53557,4724.626657,2.914527529,2.656318299,3.850766542,1.907253187,9.582688631,1,1,2021-01-29,Sand storm,1,Garmin,Wahoo
967,2.758395951,2736.83504,4483.200775,3.881139532,3.693302524,4.197662555,2.365627905,5.665532282,0,1,2021-07-26,Evening Ride,1,Other,Garmin
968,4.214876992,1866.119757,4500.371832,4.285663845,2.810939479,4.136581841,2.90482644,8.501666028,0,1,2021-10-28,Evening Ride,1,Not using,Not using
969,1.482698713,3320.300384,4818.595117,2.622563432,2.556865137,2.567505229,2.099993174,10.31246177,0,1,2021-09-06,Evening Ride,1,Not using,Not using
970,3.961957332,2177.263986,4225.375238,3.883307057,2.655657179,4.153613581,2.855069392,11.079411,0,0,2022-01-14,Back to the track with Shak victory hand: medium-light skin tone smiling face ,0,Not using,Not using
971,4.389280503,2181.214044,2842.851894,3.695521586,3.544802151,4.292642463,3.014313402,8.858117739,1,1,2021-01-27,Evening Ride,1,Bryton,Garmin
972,3.084426072,2797.357258,4608.978233,2.261572196,2.030598808,2.776349286,1.984378471,8.659907407,1,1,2022-05-29,Morning Ride,0,Wahoo,Wahoo
973,3.527464212,2128.215764,3698.887953,3.822032672,3.499747983,3.872710337,2.721115581,8.821617962,1,0,2021-03-07,Morning Ride,0,Other,Bryton
974,4.089903885,2122.737306,3745.993609,4.230227324,3.500476201,3.937960856,2.368774481,7.040831736,0,1,2021-04-13,Morning Ride,1,Wahoo,Wahoo
975,3.432111629,1904.575911,3707.765031,4.022511022,3.850666468,3.368609421,2.769105194,9.697454053,0,0,2021-05-04,"08/06/2015 Jeddah, Makkah Province, Saudi Arabia",1,Garmin,Garmin
976,3.961237933,2534.605328,4380.658219,3.477735286,2.585493624,3.504102197,2.388646843,10.90821045,1,0,2022-01-02,Morning Ride,1,Bryton,Not using
977,3.949698127,2528.387636,3737.241489,3.298595514,3.717851109,4.138217513,2.548858185,9.955726838,1,1,2022-06-19,Morning Ride,1,Bryton,Wahoo
978,3.580138164,2475.470454,3541.368317,3.539232162,2.899866099,3.388419007,2.98934438,9.663163052,0,0,2021-03-05,Evening Ride with JC a bit breezy round Al Shatte,1,Garmin,Wahoo
979,4.563922999,2271.816468,3893.209914,3.826818336,3.151527266,4.103178838,2.483894472,6.964871017,0,0,2021-06-20,Morning Ride,1,Garmin,Garmin
980,3.215339938,2461.797392,3742.840886,3.498737531,3.650511068,3.455202358,2.557279254,9.41625964,1,0,2021-10-11,Night ride,1,Wahoo,Wahoo
981,3.420432949,2427.255162,3798.469818,3.391381033,3.616522102,3.843575426,2.882541228,9.982014256,0,0,2020-12-23,Morning Ride,0,Bryton,Wahoo
982,2.882412826,3288.967682,4650.95244,3.005481164,2.633384654,3.741748259,2.065278022,9.841385344,1,1,2021-04-09,Pedalada de ma??ana,0,Wahoo,Garmin
983,4.171858289,2808.40978,3798.761514,3.059217557,3.472974752,3.711183657,2.668130912,10.54548572,0,1,2021-02-20,Morning Ride,1,Wahoo,Wahoo
984,4.698808057,1843.559642,3444.308676,4.497440144,3.484436032,4.569569695,3.126661338,9.257931033,0,0,2021-04-24,Solo Night Ride,0,Garmin,Wahoo
985,5.050880523,1898.345769,3561.033642,4.134450805,3.634652163,5.32817318,2.816255661,7.996014678,1,0,2022-04-08,Morning Ride,1,Garmin,Wahoo
986,3.390504938,2174.261839,4562.352282,4.184821044,3.908114513,4.556575546,2.458324467,8.519191277,0,1,2022-10-19,Morning Ride,1,Garmin,Garmin
987,3.008241091,2076.273758,4491.282578,3.209879791,2.518369674,3.22963701,2.776031421,11.0737133,0,0,2021-09-30,Morning Ride,1,Not using,Not using
988,3.503650257,3177.33472,4338.457414,3.473056861,2.995145764,3.588006724,2.929092978,11.57399136,0,1,2021-04-27,Sortie ?? v??lo matinale,1,Garmin,Wahoo
989,2.870415115,2667.519581,4987.644283,2.830862015,2.632315909,4.013588006,1.915561264,10.72968412,0,1,2021-02-11,?????????? ?????????????? ????/ ????/ ????????,0,Other,Wahoo
990,4.825944912,1867.345705,3897.317631,4.240892581,3.679319734,4.731066927,3.083551727,10.60972943,0,0,2021-08-18,Morning Ride,1,Bryton,Other
991,5.659739688,1140.096831,3465.981702,5.13495858,4.249099545,5.803294073,2.581873262,10.0729254,0,0,2022-11-10,Morning Ride,1,Garmin,Garmin
992,2.919601501,2563.735612,3938.868955,3.594160962,3.028662272,3.433422649,2.608417666,9.73492168,0,1,2022-08-07,National day Morning Ride,1,Not using,Not using
993,3.011541049,2530.101763,4068.662305,3.604804143,3.145533048,4.384231975,2.878484456,7.812225747,0,0,2021-04-28,Night Ride,1,Bryton,Wahoo
994,2.606902822,2901.565483,4311.640193,3.560773528,3.312994206,3.66238918,1.990091671,9.92664978,1,0,2021-11-06,Evening Ride,1,Bryton,Garmin
995,3.920847576,2717.259423,3931.086844,2.927084186,3.181212708,3.876080114,2.996446238,8.095618626,0,0,2022-04-09,Afternoon Ride,0,Bryton,Bryton
996,4.500136848,2050.650318,3072.267074,4.267908431,3.679875338,4.683721883,3.194734975,10.48968075,0,0,2021-12-13,Evening Ride,1,Garmin,Wahoo
997,4.617518711,2656.815967,3558.051091,4.211032227,3.559319205,5.158050767,3.77302242,9.858271518,1,1,2021-01-29,A Night Ride w/J-Cyclists crescent moon ,1,Wahoo,Wahoo
998,2.518171108,2926.008954,4332.888005,2.697937197,2.274787151,2.936516016,2.363301469,6.971734871,1,0,2020-11-23,Morning Ride,1,Bryton,Wahoo
999,4.541114031,2306.461039,3845.773048,4.259609,3.781043087,4.80441157,2.492238353,10.38124129,0,0,2022-06-30,Afternoon Ride,1,Other,Wahoo
1000,2.751396797,3047.03015,4681.820474,2.519211023,2.358888623,3.229938491,2.57575837,6.778128027,1,0,2022-10-28,Evening Ride,1,Other,Garmin
1001,5.253856679,2409.002113,3446.24587,4.637021295,3.983742153,5.480300381,2.596815808,8.673422517,0,0,2021-04-12,Evening Ride,1,Other,Wahoo
1002,2.8264337,2615.530056,4136.583186,3.549627358,3.321993528,2.725431,2.116651675,8.99719479,1,1,2021-11-21,Morning Ride,0,Bryton,Bryton
1003,2.98204621,2469.845923,3979.347973,3.318124022,3.395349724,3.707469518,2.886085471,10.30259074,1,0,2022-01-08,Morning Ride,1,Bryton,Wahoo
1004,3.536520784,2779.698559,4129.855502,3.164416332,2.866241536,3.320812643,2.36758558,7.914054598,0,1,2022-09-18,Night Ride,1,Bryton,Garmin
1005,3.781570933,2752.441816,4471.830264,3.708323122,3.217410318,4.404920737,2.475336639,10.77594897,1,0,2022-02-20,Monday Evening Cycling Activity,1,Wahoo,Wahoo
1006,4.820074334,2288.582275,3687.116591,4.123859858,3.237968944,4.911994586,2.884391048,8.879596906,0,1,2021-07-17,Morning Ride,1,Other,Garmin
1007,3.847324225,2189.680756,4545.592994,3.490662371,2.856073291,4.334433056,1.555882214,11.25017111,1,0,2022-09-23,Night Ride,1,Wahoo,Wahoo
1008,2.191263011,3499.751055,4229.748177,2.894792399,2.821683775,3.578115335,3.158178932,10.53756142,0,1,2021-01-23,Night Ride,1,Not using,Not using
1009,4.80780011,2227.888771,3387.539041,4.61060078,4.064419351,5.411953821,3.009501799,12.04641379,1,0,2021-12-14,Great Ride with Jeddah Cyclists person biking ,0,Bryton,Wahoo
1010,4.426544975,2265.233756,4207.197957,3.249887648,3.145626537,4.15767544,2.972939891,10.18504846,1,0,2022-05-17,Morning Ride,1,Garmin,Bryton
1011,2.972348432,2138.433706,3559.070426,3.434263588,3.134915764,3.308904877,2.837638146,10.64016665,1,0,2022-10-14,?????????? ???????? ??????????,0,Bryton,Garmin
1012,3.151065289,3560.885887,4606.693307,2.539734094,2.068418376,3.500210288,1.864231028,7.574234696,1,1,2020-12-19,Morning Ride,0,Not using,Not using
1013,2.69728723,2948.671707,3643.539008,3.545607834,3.515048888,4.35705853,2.309988935,9.512562305,0,0,2021-08-29,Jeddah ride with Thierry and Greg.,1,Other,Wahoo
1014,4.146913262,1505.603212,3682.851178,4.486204335,3.291444253,4.53203855,3.283360764,10.69830551,1,0,2022-05-13,Morning Ride,1,Wahoo,Other
1015,3.53756627,2492.642881,3998.090243,3.601830722,3.194005603,4.342173076,3.016129039,11.87103337,1,0,2021-08-30,Evening Ride,1,Wahoo,Garmin
1016,4.845240337,2378.54676,3429.227034,4.351351894,4.031371719,5.326742713,2.833246271,12.3205675,0,0,2021-01-21,???? ???????? ???? ?????????? ???????? .. ???????? ?????????? ,0,Garmin,Garmin
1017,3.124090078,2784.525014,4660.389378,2.42094218,2.506262849,2.955882191,2.391045838,7.943977919,0,1,2022-03-17,Evening Ride,1,Wahoo,Not using
1018,3.505863705,2701.792203,4235.054306,3.777616932,3.233025237,4.073047661,2.688348435,10.00383164,1,1,2021-08-04,Morning Ride,1,Not using,Not using
1019,4.054619673,2328.977676,4454.882751,3.697222783,3.013606243,4.251968551,1.892573309,11.79260149,1,1,2021-07-31,Morning Ride,1,Garmin,Garmin
1020,3.824834148,2222.245798,4621.878916,3.301400588,2.444521384,3.634549949,2.214670417,10.01902209,1,0,2022-06-07,Evening Ride,1,Other,Wahoo
1021,2.309690806,2761.558817,4898.154438,3.032549474,2.26630106,3.003173023,1.955702612,9.437882847,0,1,2022-02-09,Afternoon Ride,1,Not using,Not using
1022,2.26460492,3353.080185,5107.167823,2.847916051,3.018783384,3.423544512,2.306537333,9.774060147,1,1,2022-10-27,Lunch Ride,1,Other,Wahoo
1023,3.028187186,3141.297585,4783.404512,2.817463735,2.641504302,2.765845373,2.379562975,11.64443131,0,0,2021-12-19,Evening Ride,1,Bryton,Bryton
1024,4.437685942,2291.747365,4332.606426,4.34387727,3.560634994,4.863342768,3.165792805,8.575334682,1,1,2022-01-22,Evening Ride,1,Wahoo,Wahoo
1025,4.129985222,2480.385582,3879.073613,4.156003222,2.913438801,4.216440396,2.439619089,13.4435719,1,1,2022-09-23,Morning Ride,1,Garmin,Garmin
1026,2.745052235,2438.972848,4631.303673,3.459167009,3.126387639,3.139923383,2.649010322,9.178385807,1,1,2022-03-12,First 100km ride,1,Not using,Not using
1027,3.787548793,2531.683665,3447.194445,4.416138494,3.496075461,4.614743344,2.75542837,10.12287603,0,0,2021-09-28,Evening Ride,1,Bryton,Not using
1028,3.491162669,2528.810121,4124.635972,3.685328259,2.985458267,3.728481959,2.452520499,12.90366124,0,1,2021-09-13,Morning Ride,0,Garmin,Garmin
1029,4.020219428,1920.126144,4300.477639,4.277270659,2.802349443,4.706968762,2.818200036,8.642835316,0,1,2022-01-29,Evening Ride,0,Garmin,Garmin
1030,3.47918854,1999.074843,4413.596363,3.807244358,3.102281744,4.164505749,2.638302189,7.273286084,0,1,2021-12-19,Evening Ride,1,Not using,Not using
1031,3.305857935,3144.17105,4165.054655,3.86818869,3.526582411,3.868731726,2.338854964,7.691541718,0,1,2021-12-20,Ride,1,Other,Wahoo
1032,2.818213679,3312.305566,5127.974713,3.475322326,3.066112755,3.527922986,2.039157936,9.992088564,1,1,2022-03-04,Evening Ride,1,Bryton,Garmin
1033,3.561532018,2019.458835,4014.053059,3.575014232,3.30202436,3.518850465,2.54866858,11.27861506,0,0,2021-09-15,Morning Ride,0,Not using,Not using
1034,4.577989166,2274.800419,4131.409434,4.402675706,3.15756512,5.576600727,2.897713935,9.696311093,0,0,2021-09-29,Evening Ride,1,Garmin,Other
1035,3.703891493,3236.29673,3579.350936,3.31964726,2.90294443,3.642229903,2.725939425,11.21912753,0,1,2022-09-27,Night Ride,0,Other,Wahoo
1036,3.287900098,2488.844315,4498.859696,3.344598676,2.932407639,3.385678529,2.070851395,5.87749521,0,0,2022-04-20,Piste cyclable puis direction Obhur - Jeddah Cyclist,1,Wahoo,Bryton
1037,2.625623034,3004.112944,5243.356895,3.273305583,2.46582881,2.955442938,2.005585144,13.70952325,1,0,2021-03-20,Evening Ride,1,Other,Wahoo
1038,3.802407071,2409.306421,4169.541065,2.670523603,2.46950864,3.254618093,2.002534491,10.29279862,1,0,2022-05-29,Morning Ride,1,Garmin,Not using
1039,3.129721184,2746.227662,3709.256459,2.697285254,3.243463936,2.521155402,2.058969941,7.691589376,1,1,2022-03-15,Morning Ride,0,Bryton,Not using
1040,4.083743905,2613.832693,4878.181053,4.088402937,3.168031593,4.388792017,2.052261946,10.47810707,1,0,2021-01-05,Corniche road ride. Got invited to ride with some riders next week Friday and Saturday ,0,Garmin,Garmin
1041,3.760638496,1214.812716,3581.938974,4.401783114,3.485762168,4.29480675,3.288777458,8.345513872,0,0,2021-05-06,Evening Ride,1,Other,Wahoo
1042,2.956489786,3367.345488,4850.411563,3.004583765,2.580591329,3.519794378,2.052582429,7.257361368,1,1,2021-03-29,Evening Ride,0,Other,Wahoo
1043,5.952981328,1530.127894,3306.516529,4.671451964,4.173307195,5.739517174,3.454510985,7.487342009,0,0,2022-03-20,Evening Ride,1,Wahoo,Not using
1044,2.39910537,2418.04117,4513.743572,3.418716194,2.595887056,3.205682496,3.040082867,8.600937421,1,0,2021-05-14,Evening Ride,1,Garmin,Garmin
1045,2.454334601,3159.296848,5582.284732,2.862952804,1.762730709,3.068025645,2.172950325,8.657441233,1,1,2020-11-29,social Ride,1,Garmin,Garmin
1046,3.91880151,2375.803317,4103.001532,3.17895911,3.179383726,3.160374408,2.343811989,12.2903953,1,1,2022-04-27,Night Ride,1,Garmin,Garmin
1047,4.821688225,2985.575688,3831.034258,3.594342651,3.156091912,4.509689488,3.184015503,9.99659832,1,1,2021-12-17,Evening Ride,1,Wahoo,Other
1048,2.525734191,2594.340607,4064.260544,3.108757361,2.616005773,3.169140436,2.769583642,10.23841568,1,1,2021-09-18,?????????? ???????? ?????? ???? ?????????? ?????? ????????????,0,Other,Garmin
1049,4.042250473,2626.922304,4176.285884,3.758983558,2.63905649,4.439581252,2.762543874,11.23382086,1,1,2022-10-24,Bike 40km 25.30kph 19/25,1,Bryton,Wahoo
1050,2.381928704,2959.615806,4120.609202,2.478000947,3.168592894,2.844224375,2.575194829,8.889674492,0,0,2022-05-05,?????????? ???????? ???? ???????? ???????? ??????,1,Garmin,Garmin
1051,5.091105329,1442.622962,3236.610231,4.620385473,3.877902438,4.700959907,3.161445473,10.62906211,0,0,2022-07-30,Night Ride,1,Bryton,Garmin
1052,4.729721849,2040.587404,3714.747591,4.098731226,4.001665097,5.313305657,3.16576949,11.74926021,1,1,2021-09-24,Morning Ride,0,Garmin,Wahoo
1053,4.595112456,2184.320798,3623.681967,3.012612202,2.824748779,3.006052969,2.530126964,3.965248001,1,0,2022-06-23,Morning Ride,0,Not using,Not using
1054,3.194613637,2691.715954,4505.524836,3.845621949,2.334665701,3.797568609,2.039493153,9.747806896,1,0,2022-07-26,???????????? ?????? ???? ?????? ???????? man biking ,1,Garmin,Not using
1055,3.732769861,3167.777762,4174.852075,3.138320546,3.24958417,3.546233843,2.257205076,10.62805233,1,0,2021-11-04,Evening Ride,1,Other,Wahoo
1056,3.9455098,1652.567971,3340.002996,3.489908714,3.350297621,3.235925823,2.910378705,10.50262561,1,0,2022-05-07,Morning Ride,1,Garmin,Bryton
